"phone.number","contract.start.date","plan.id","contract.end.date","nrs","dob"
"068 557 5823",2016-10-28,1,2018-07-01,"C1",1964-04-01
"01 394 1911",2014-10-24,1,,"C1",1987-11-09
"046 300 0320",2015-04-12,3,2018-07-01,"C1",1953-12-30
"051 251 8654",2015-07-04,3,2018-07-01,"D",1959-09-27
"01 252 9888",2015-04-05,3,,"C1",1985-11-09
"01 110 3721",2017-06-14,3,2018-07-01,"C1",1957-12-17
"0404 768 1250",2017-06-15,1,,"D",1978-03-15
"0504 919 6817",2015-06-01,3,,"C2",1984-12-17
"01 104 6082",2016-07-19,2,,"C1",1994-09-27
"01 325 3647",2017-11-06,3,,"C1",1961-01-04
"01 826 8455",2012-08-17,2,,"D",1979-06-08
"059 362 7253",2012-10-11,2,,"C2",1972-08-02
"095 127 1998",2014-11-06,3,,"E",1971-11-01
"01 587 7809",2012-08-29,2,,"C2",1984-11-23
"042 581 8026",2018-01-18,1,,"C1",1962-10-31
"01 872 0333",2017-06-11,1,,"C1",1954-07-08
"042 858 1524",2016-06-14,2,,"C2",1998-03-21
"01 703 1621",2015-02-25,1,,"E",1956-12-20
"096 400 1258",2018-04-23,2,2018-07-01,"C1",1971-11-11
"01 306 4781",2018-10-01,1,,"C1",1952-08-21
"058 423 8573",2012-06-09,2,,"B",1986-07-02
"01 245 5245",2013-12-08,2,,"C2",1951-01-12
"01 083 8665",2013-08-17,1,,"E",1960-03-24
"01 080 6927",2012-12-26,1,,"C1",1958-04-06
"096 550 1056",2012-12-28,1,,"A",1984-10-07
"099 545 1199",2018-02-17,1,2018-07-01,"C2",1956-10-06
"041 094 8619",2017-05-22,2,2018-07-01,"C1",1992-03-07
"045 053 3694",2013-01-06,3,,"C1",1952-02-26
"064 790 7260",2016-01-17,1,,"C1",1991-10-17
"049 387 2924",2013-07-07,2,,"B",1977-06-10
"01 051 5808",2013-02-02,3,,"D",1987-02-10
"01 033 9727",2012-03-07,3,,"C2",1984-04-22
"01 640 5461",2012-08-14,1,,"B",1987-11-10
"01 511 4919",2015-06-24,1,2018-07-01,"A",1960-08-15
"024 634 4840",2012-04-01,1,2018-07-01,"B",1988-04-23
"097 248 1732",2013-11-13,3,,"C2",1960-11-07
"067 491 8409",2012-02-28,1,,"B",1966-10-13
"090 819 9745",2017-10-17,1,,"C2",1988-04-15
"01 889 5642",2014-11-09,2,,"B",1997-12-15
"01 510 1314",2017-04-10,3,,"D",1999-06-02
"01 930 7135",2015-12-15,2,,"C1",1997-08-13
"069 507 2249",2016-09-23,2,,"B",1991-05-24
"01 782 1306",2018-10-30,1,,"E",1956-12-07
"058 633 8505",2018-06-06,1,,"C2",1992-07-25
"01 209 9669",2014-08-29,3,,"C1",1973-04-29
"01 484 6067",2016-05-02,2,,"B",1994-06-15
"074 265 5122",2013-10-04,1,,"C2",1964-03-18
"01 031 6854",2014-02-10,2,,"B",1974-11-13
"027 312 4112",2014-04-24,2,,"B",1998-05-08
"01 894 7595",2016-03-25,1,2018-07-01,"B",1974-03-17
"028 781 6924",2012-04-10,3,,"C2",1959-11-01
"01 874 1207",2013-07-25,1,,"C2",1957-06-26
"027 904 2108",2017-01-02,3,,"C2",1984-04-26
"01 876 7527",2016-09-01,3,,"C2",1959-12-15
"096 056 3870",2015-05-24,2,,"C1",1956-03-16
"01 423 1581",2012-06-15,1,,"B",1961-08-06
"028 802 3333",2017-08-02,3,,"B",1972-05-20
"091 911 4084",2013-04-13,1,,"D",1979-06-01
"01 480 1799",2012-02-06,1,2018-07-01,"A",1987-06-22
"01 640 8564",2013-06-12,3,2018-07-01,"C1",1973-11-28
"043 021 0535",2017-04-22,1,2018-07-01,"C1",1994-07-15
"093 866 2808",2017-04-17,2,,"D",1953-10-20
"027 218 7704",2016-04-27,2,,"B",1981-10-02
"021 823 2596",2015-01-11,2,2018-07-01,"A",1990-04-28
"051 841 7735",2017-08-02,2,,"B",1984-04-02
"01 741 7696",2013-09-02,2,,"B",1972-06-02
"01 102 6415",2014-10-18,3,2018-07-01,"C1",1987-08-01
"01 026 4374",2015-11-01,1,,"C1",1967-07-30
"068 966 7194",2015-07-18,1,2018-07-01,"C1",1963-03-02
"042 267 5337",2016-04-26,1,,"C1",1974-07-01
"098 224 5480",2015-09-14,2,,"B",1960-02-25
"01 083 7728",2018-07-24,3,,"C2",1963-12-22
"01 375 5941",2016-07-20,2,,"B",1979-01-01
"025 294 9633",2014-03-27,3,,"C1",1980-03-10
"093 944 0399",2018-01-02,1,,"C2",1977-06-21
"091 416 8153",2013-12-20,2,,"B",1950-03-22
"0402 573 4290",2014-10-26,2,,"D",1968-06-21
"01 432 0200",2018-03-07,3,2018-07-01,"E",1979-10-17
"053 858 6086",2013-01-01,1,,"E",1961-03-06
"022 966 0811",2012-02-13,3,,"A",1960-10-23
"025 968 6899",2018-03-10,3,,"C1",1996-02-15
"01 195 1685",2014-10-04,1,,"B",1981-06-04
"0404 780 9419",2017-10-10,1,2018-07-01,"C1",1996-08-06
"01 142 3606",2013-11-17,1,,"B",1956-10-27
"090 012 2358",2012-06-18,3,,"E",1991-09-22
"065 366 2067",2014-08-08,3,,"C1",1962-01-23
"057 453 4238",2018-06-28,1,,"A",1999-12-06
"01 667 1752",2015-10-24,3,,"D",1965-02-14
"01 377 8074",2015-08-05,2,,"B",1955-01-19
"096 509 9981",2012-04-20,2,,"C2",1958-09-21
"01 272 8327",2014-07-14,1,,"B",1960-02-13
"01 207 6828",2016-04-11,3,,"C1",1992-02-17
"01 662 3948",2018-01-11,2,,"B",1988-09-22
"01 481 6056",2017-06-08,2,,"D",1966-04-02
"01 120 8213",2014-10-09,1,,"C1",1998-12-10
"01 058 3544",2013-05-31,1,,"B",1954-09-19
"01 032 4933",2013-02-23,1,,"C1",1972-01-23
"01 920 6669",2017-05-26,1,,"C2",1964-06-26
"049 987 2999",2017-07-12,2,,"E",1955-01-10
"01 172 7787",2016-08-08,2,,"E",1976-01-20
"028 534 6904",2016-03-01,2,,"D",1988-11-22
"01 292 0199",2014-09-23,3,,"C1",1992-11-05
"041 178 3495",2018-08-23,3,,"D",1973-12-08
"01 359 5435",2012-11-06,1,,"B",1978-07-13
"045 635 4019",2014-03-10,2,,"C2",1985-07-27
"01 705 2220",2014-07-18,1,,"C1",1981-08-25
"029 848 7616",2016-10-19,1,,"B",1964-05-09
"068 954 1971",2012-12-07,2,,"C2",1979-03-17
"052 785 0952",2012-02-15,3,,"D",1972-08-15
"01 323 8971",2013-01-05,1,2018-07-01,"C2",1967-01-02
"01 247 4152",2013-04-08,1,,"B",1950-07-14
"062 720 3012",2017-01-13,1,,"E",1973-03-09
"098 748 0290",2016-10-26,2,,"E",1963-08-07
"061 192 4837",2012-06-09,1,,"B",1983-09-22
"01 756 2400",2013-05-02,2,,"C2",1955-04-09
"01 533 9294",2016-03-15,1,,"C1",1994-12-15
"01 322 8138",2013-09-04,2,2018-07-01,"C1",1958-07-25
"01 794 6309",2014-12-14,3,,"B",1959-12-07
"01 270 8555",2017-05-14,3,,"C1",1996-05-06
"01 762 7758",2018-07-27,2,,"C1",1991-02-12
"01 642 4846",2017-10-02,3,,"C2",1954-06-01
"01 170 5159",2014-10-03,1,,"D",1982-05-11
"01 285 4554",2016-08-01,2,,"C1",1959-04-24
"01 712 4023",2012-02-24,3,,"C2",1953-07-01
"091 171 3017",2017-12-04,2,,"E",1995-11-02
"01 736 0192",2014-04-05,2,,"D",1999-04-09
"024 461 1835",2017-11-03,1,,"C1",1974-02-27
"028 028 4045",2016-08-12,3,,"B",1985-06-19
"01 788 1608",2014-09-07,1,,"C2",1964-07-09
"01 300 2665",2016-11-15,2,2018-07-01,"C1",1986-03-05
"01 334 5023",2014-07-17,1,,"C1",1965-02-20
"01 984 7377",2017-07-28,1,,"C2",1988-08-09
"01 598 6563",2014-09-11,3,,"C2",1950-03-24
"047 933 2136",2018-02-12,2,2018-07-01,"C2",1980-05-04
"01 139 9161",2015-01-23,3,,"B",1980-09-13
"01 389 6743",2013-12-04,2,,"B",1981-06-01
"048 761 4114",2015-01-15,2,,"C1",1959-05-12
"01 283 8656",2015-02-24,1,,"D",1978-10-01
"098 917 1712",2016-06-16,3,,"C1",1976-05-08
"01 099 8697",2018-06-10,3,,"C2",1983-10-25
"01 389 0202",2013-04-16,2,,"B",1999-12-28
"01 563 6207",2017-09-08,2,,"B",1965-06-26
"01 360 3084",2014-06-29,1,,"C1",1999-01-31
"01 454 4233",2012-05-26,3,2018-07-01,"B",1994-04-03
"01 180 0018",2016-08-06,1,,"B",1957-09-15
"01 257 8161",2018-05-26,1,,"B",1957-02-22
"01 863 4888",2013-11-25,1,,"C2",1957-05-27
"01 242 1713",2018-06-09,3,,"C1",1995-02-15
"01 482 4996",2014-05-10,1,,"C1",1995-06-29
"01 035 8084",2017-12-13,2,,"D",1986-12-03
"059 304 0625",2014-10-24,3,,"C2",1961-06-15
"01 102 8926",2014-07-31,2,,"C1",1999-11-12
"051 561 1421",2012-01-14,1,,"C2",1991-08-08
"091 713 0919",2016-12-28,2,2018-07-01,"C2",1983-04-24
"01 305 3909",2012-05-18,1,,"C2",1996-08-03
"098 720 5873",2014-11-27,3,,"D",1965-10-20
"024 763 1458",2012-12-26,1,,"C1",1992-01-09
"01 200 5057",2015-02-16,1,,"B",1952-01-27
"021 595 1658",2014-10-05,2,2018-07-01,"B",1990-06-30
"063 505 7691",2014-08-23,1,,"C1",1965-12-23
"01 347 3100",2012-10-27,1,,"C1",1954-09-09
"096 402 6578",2013-01-12,1,,"E",1977-06-27
"064 954 7115",2012-12-08,1,,"E",1960-04-04
"095 679 6135",2013-07-22,2,2018-07-01,"B",1993-12-15
"0404 604 2189",2017-08-11,1,,"C2",1970-06-25
"068 523 3812",2017-05-18,2,,"C1",1967-06-15
"043 039 1616",2012-01-18,3,,"B",1984-07-13
"029 133 0729",2014-03-03,1,,"C2",1982-03-28
"062 371 8292",2013-04-23,3,,"C2",1982-09-24
"024 895 5982",2013-04-21,1,,"E",1957-08-26
"091 342 3372",2016-06-07,2,,"C2",1956-07-30
"099 715 7090",2016-09-27,3,,"D",1989-04-07
"053 957 4787",2016-05-11,3,,"C2",1992-01-03
"01 232 6685",2016-12-17,3,,"C2",1982-10-12
"057 347 5887",2014-12-07,2,,"B",1978-08-19
"01 813 2841",2018-08-10,3,,"D",1958-01-11
"01 862 8304",2013-01-02,2,,"C2",1959-09-28
"01 461 9928",2014-03-14,3,,"B",1969-07-17
"058 961 9601",2012-08-26,2,,"D",1951-03-20
"024 903 4267",2018-05-29,1,,"D",1995-08-12
"068 833 1009",2018-03-09,1,,"B",1960-08-24
"01 428 5030",2014-08-07,3,,"D",1996-12-04
"01 604 9327",2015-07-06,2,,"D",1956-10-12
"01 744 7011",2017-12-28,3,,"D",1962-05-06
"01 182 2750",2017-09-20,2,,"E",1954-04-23
"01 171 5844",2013-04-03,3,,"B",1971-05-29
"01 589 0415",2012-01-26,3,,"C2",1956-08-29
"094 446 8205",2017-12-05,1,,"C1",1963-09-06
"045 230 4378",2013-03-11,3,,"A",1999-06-19
"053 324 5774",2012-02-12,3,,"A",1969-06-13
"071 970 3553",2014-08-29,1,,"C2",1963-03-29
"01 719 9361",2014-07-10,3,,"E",1971-04-10
"01 667 3702",2014-02-03,3,,"C1",1982-04-08
"01 348 7542",2018-04-18,3,,"D",1995-09-02
"064 951 9096",2016-03-31,3,,"B",1963-09-08
"01 251 7554",2017-11-27,2,,"C2",1987-07-25
"01 042 2739",2013-06-24,3,,"C2",1974-02-02
"049 691 5514",2016-12-28,1,,"C1",1963-05-01
"093 675 9645",2016-01-23,1,,"D",1951-12-06
"01 597 6779",2014-11-28,3,,"C1",1983-12-11
"047 471 8062",2013-01-09,1,,"B",1972-03-14
"061 748 1406",2012-11-29,1,,"C2",1962-04-14
"01 455 0524",2014-06-24,2,,"C1",1950-07-03
"065 323 2364",2012-12-26,1,2018-07-01,"D",1954-09-13
"01 160 6576",2014-06-22,3,,"C2",1977-03-25
"01 619 3378",2018-07-01,2,,"C2",1978-11-20
"01 365 0457",2018-10-31,1,,"C2",1959-03-25
"01 256 6112",2014-01-16,2,,"C2",1970-12-05
"01 095 7659",2012-05-18,3,,"E",1988-02-09
"01 605 4806",2013-08-26,3,,"C1",1952-07-21
"01 971 8899",2017-09-03,1,,"C1",1950-02-23
"01 581 4438",2018-06-02,3,,"C1",1998-06-16
"0504 128 7291",2014-11-18,3,,"D",1957-11-02
"01 452 8721",2012-05-17,1,,"C1",1976-07-21
"01 973 2184",2017-01-12,3,,"D",1970-12-03
"01 342 8802",2018-07-31,1,,"C1",1999-04-21
"044 429 6404",2016-06-13,2,,"C1",1992-05-29
"058 794 2609",2015-09-16,1,,"C1",1995-09-30
"01 540 7340",2015-03-09,1,,"C2",1963-11-08
"023 602 6496",2016-02-23,2,,"E",1982-11-02
"01 499 1838",2016-11-08,1,,"D",1990-01-14
"097 967 9928",2014-12-15,1,,"C2",1960-02-20
"01 613 5978",2012-03-30,2,,"B",1992-05-28
"066 616 5415",2016-12-25,1,,"C1",1950-04-01
"041 622 3317",2015-12-25,3,,"E",1993-07-16
"01 947 1487",2018-04-03,3,,"B",1987-06-16
"01 920 4221",2012-02-08,1,,"C2",1952-05-17
"01 687 0690",2017-03-19,2,,"C1",1957-02-06
"042 239 8694",2014-01-11,1,,"E",1965-01-02
"01 392 1840",2017-11-04,1,,"B",1967-08-30
"01 688 8184",2012-10-25,2,,"C2",1957-10-03
"01 456 2998",2012-08-19,3,,"E",1992-11-24
"01 183 3348",2012-08-07,2,,"C2",1980-04-27
"023 037 8862",2015-01-19,2,,"C2",1999-05-20
"01 918 5492",2012-11-30,1,,"C1",1962-07-26
"099 568 7835",2015-05-04,1,,"A",1970-05-12
"026 971 4177",2012-12-03,1,2018-07-01,"B",1988-10-11
"01 935 5103",2012-10-28,2,,"C2",1999-03-11
"041 930 8358",2013-12-20,3,,"A",1988-01-25
"044 669 5930",2012-07-21,2,,"C2",1973-12-04
"026 204 0986",2014-06-29,3,,"A",1987-07-27
"01 244 7509",2018-01-09,2,,"C1",1990-05-10
"057 680 2431",2012-09-05,3,,"C1",1985-08-07
"057 073 3291",2013-08-11,3,2018-07-01,"C1",1965-04-14
"01 533 4034",2016-10-06,1,,"B",1999-07-14
"056 470 0995",2018-03-18,3,,"E",1969-08-08
"049 534 5041",2016-03-04,3,,"D",1996-01-30
"052 939 6284",2016-08-25,2,,"D",1973-11-24
"071 937 7101",2015-08-03,3,,"C1",1983-04-19
"042 408 8567",2012-07-15,2,2018-07-01,"C1",1981-09-08
"026 087 9746",2013-07-20,1,,"B",1966-11-30
"01 630 0634",2012-04-07,2,,"C2",1962-03-19
"01 199 8419",2018-02-21,3,,"E",1968-06-16
"01 967 3657",2014-10-10,2,,"E",1980-09-28
"051 910 5097",2017-05-02,2,,"C2",1995-10-21
"071 661 6637",2015-12-02,3,,"C1",1980-11-19
"027 853 3566",2014-12-16,2,,"D",1961-05-12
"022 166 9162",2012-07-02,3,,"E",1959-10-08
"01 366 5639",2014-08-09,2,,"C1",1959-11-21
"047 812 6432",2015-01-08,1,2018-07-01,"C2",1987-01-22
"01 658 3377",2017-11-09,2,,"C2",1960-08-13
"056 116 7742",2017-02-28,2,,"E",1980-02-16
"0505 796 0684",2016-01-25,3,,"B",1982-02-06
"01 733 5736",2013-12-01,2,,"C1",1962-08-05
"01 904 9735",2018-02-09,1,,"B",1969-07-30
"093 426 7065",2012-01-10,2,,"E",1953-10-18
"01 221 6022",2012-12-08,1,,"E",1989-09-06
"01 708 2074",2013-08-23,1,,"B",1972-06-06
"064 060 2353",2014-05-17,2,,"B",1976-03-08
"01 614 9420",2018-04-15,2,,"B",1973-02-15
"049 304 9709",2016-10-17,3,2018-07-01,"C1",1952-03-13
"022 121 3728",2014-08-09,1,,"A",1999-05-10
"01 342 2435",2012-03-14,2,,"E",1967-03-27
"01 694 5521",2015-08-08,3,,"C1",1977-09-24
"056 417 5007",2016-01-03,2,,"B",1961-12-20
"066 249 0560",2015-02-24,1,,"E",1980-12-19
"01 982 9986",2016-08-06,2,,"C2",1996-07-08
"01 031 8703",2015-03-23,1,,"C2",1958-09-14
"01 660 0183",2018-06-12,3,,"E",1954-07-25
"01 054 6756",2015-12-16,2,,"D",1951-08-19
"01 627 7742",2013-02-25,3,,"C1",1995-10-18
"064 764 7051",2013-11-04,2,,"C2",1951-02-07
"01 198 3352",2016-08-11,1,,"E",1997-10-18
"0505 040 3845",2017-11-02,3,,"A",1986-12-18
"01 496 9765",2017-11-21,2,2018-07-01,"D",1991-05-19
"01 821 9215",2018-03-16,2,,"C1",1983-05-22
"097 290 9744",2013-06-13,3,,"C2",1992-10-11
"01 765 0181",2018-10-15,1,,"D",1967-12-07
"066 258 6336",2015-06-24,2,,"C1",1956-04-18
"01 915 7696",2018-08-14,2,,"D",1953-01-14
"01 449 4757",2015-09-07,1,,"C2",1980-10-14
"090 841 9561",2017-12-08,2,,"E",1950-01-19
"01 975 0682",2013-08-15,2,,"E",1978-12-15
"052 520 8971",2014-01-22,1,,"E",1965-09-16
"029 340 3135",2014-09-30,1,,"B",1971-03-11
"025 243 1210",2014-09-23,3,,"C1",1967-11-26
"01 561 9830",2013-05-04,1,,"C1",1989-04-08
"01 984 0659",2017-12-11,3,2018-07-01,"C1",1962-03-17
"01 391 7619",2018-05-23,3,,"E",1977-03-09
"01 512 3366",2012-12-15,3,,"E",1950-12-03
"01 021 8940",2018-09-17,3,,"E",1963-06-29
"024 035 3118",2018-08-24,1,,"C2",1968-02-13
"061 389 7833",2018-10-15,1,,"C2",1988-02-23
"01 309 3547",2016-10-14,2,,"D",1999-09-09
"01 115 5652",2016-02-20,1,,"C2",1987-04-16
"027 848 0196",2018-03-11,3,,"C1",1998-10-27
"01 863 5779",2013-04-18,2,,"B",1981-12-09
"071 230 1131",2013-07-22,1,,"C1",1977-11-03
"041 448 0505",2016-07-21,3,,"E",1960-03-04
"01 329 4102",2015-11-19,1,,"B",1959-04-22
"01 526 6034",2012-06-26,2,,"B",1962-02-19
"01 489 2497",2013-12-29,1,,"E",1990-01-28
"067 419 3538",2018-05-20,3,,"E",1965-06-01
"01 251 1740",2015-03-19,2,,"B",1987-05-04
"01 320 9909",2018-06-27,1,,"B",1957-06-08
"01 348 1812",2012-09-28,1,,"B",1970-02-14
"01 030 8555",2017-09-03,2,,"C2",1961-08-28
"023 849 7691",2015-01-11,3,,"B",1961-04-03
"01 281 6388",2013-10-07,2,,"B",1961-09-23
"01 615 1827",2014-08-05,2,,"E",1964-10-16
"01 568 3363",2014-06-10,1,,"C1",1995-02-03
"042 465 6306",2018-06-24,2,2018-07-01,"C2",1989-10-18
"01 547 3123",2015-01-28,1,,"C1",1985-10-17
"01 669 2318",2014-10-13,2,,"D",1955-01-07
"095 069 2433",2016-04-26,3,,"D",1991-01-26
"043 869 1179",2017-01-28,1,,"C1",1984-06-01
"058 540 4308",2012-02-05,2,,"B",1966-09-04
"01 250 2140",2014-10-22,1,,"B",1976-09-12
"01 465 9374",2013-03-11,3,,"C2",1961-09-03
"01 840 2639",2014-12-28,3,,"C2",1952-10-10
"01 578 2189",2015-06-03,3,,"C2",1950-06-05
"045 992 3422",2016-04-26,1,,"C2",1985-01-03
"01 051 3120",2014-12-27,1,,"B",1979-10-28
"056 652 9489",2017-12-15,2,,"C1",1991-03-31
"01 847 3482",2014-07-18,1,,"C2",1966-09-18
"01 400 9703",2017-03-10,2,,"E",1993-04-20
"029 686 8550",2012-02-20,1,,"B",1982-02-28
"01 041 9656",2015-09-12,3,,"C1",1961-03-20
"058 986 7698",2018-04-09,3,,"C2",1974-03-25
"01 570 7667",2018-04-20,3,,"C1",1978-05-18
"043 892 7382",2014-05-01,1,,"C1",1965-09-28
"01 807 6065",2016-09-15,1,,"C1",1972-02-24
"042 435 7632",2013-09-24,2,2018-07-01,"E",1954-08-09
"01 294 6987",2016-05-19,1,,"C1",1981-12-07
"028 436 8370",2012-05-11,3,,"C1",1985-02-26
"01 234 2233",2014-01-15,3,,"B",1978-03-31
"01 964 3246",2018-10-22,2,,"C2",1974-04-18
"042 752 2641",2018-07-26,3,,"C2",1971-08-17
"01 498 0086",2017-08-08,3,,"B",1986-01-18
"01 237 9169",2012-05-11,2,2018-07-01,"E",1974-11-08
"067 445 1582",2015-06-15,2,2018-07-01,"B",1969-02-02
"093 097 0066",2012-03-31,1,,"C2",1971-04-13
"01 853 1567",2017-02-19,2,,"B",1983-10-07
"074 389 5297",2012-03-23,2,,"D",1974-05-20
"052 781 0199",2014-02-10,3,,"C1",1987-09-19
"01 554 2962",2016-09-20,2,,"D",1956-11-30
"062 585 8004",2015-10-17,2,,"B",1976-01-02
"01 635 0880",2012-10-24,3,,"C1",1980-11-25
"01 179 4755",2014-10-18,2,,"B",1985-03-10
"099 662 4392",2012-04-11,2,,"E",1980-10-31
"01 861 8471",2017-05-30,1,,"B",1982-12-28
"051 487 5867",2013-01-28,3,,"B",1960-03-25
"091 677 5582",2013-12-04,1,,"C2",1971-02-10
"069 517 7539",2013-05-08,1,2018-07-01,"B",1977-08-08
"098 352 9522",2016-09-27,3,,"C2",1998-09-22
"058 456 1156",2013-02-13,3,,"B",1995-05-24
"091 425 9093",2017-09-24,2,2018-07-01,"C2",1958-03-01
"023 177 2982",2014-02-16,2,,"B",1957-10-07
"026 839 3238",2016-09-06,3,,"C1",1984-07-03
"0504 767 8223",2015-10-24,1,,"E",1972-08-09
"028 957 1424",2018-05-07,1,2018-07-01,"C2",1992-06-09
"01 630 8035",2015-03-18,2,,"B",1958-09-08
"027 863 0088",2012-03-02,3,,"E",1999-07-15
"01 289 6698",2014-10-31,2,2018-07-01,"A",1977-03-26
"01 382 8527",2016-07-29,2,,"C1",1979-07-06
"01 090 5665",2015-02-06,3,,"C1",1966-08-01
"095 192 9861",2015-02-13,3,,"C1",1963-07-26
"098 702 6350",2016-10-12,2,,"B",1980-07-22
"01 686 5191",2014-10-24,2,2018-07-01,"E",1999-08-19
"0505 477 7983",2015-11-25,3,,"E",1972-10-29
"01 084 3348",2015-05-23,2,,"B",1962-07-16
"025 785 4688",2013-07-23,3,,"D",1984-01-10
"063 736 7890",2015-01-14,3,,"C2",1965-12-09
"090 740 5772",2015-10-10,2,,"B",1960-02-02
"01 408 6279",2013-08-25,1,2018-07-01,"B",1965-08-09
"01 308 1283",2014-04-26,2,,"B",1977-01-12
"01 634 5824",2016-04-10,2,,"C1",1994-06-20
"01 452 6636",2012-01-03,3,,"B",1959-07-23
"048 910 7564",2013-08-18,2,,"C1",1998-07-25
"01 160 4378",2012-09-01,2,,"C1",1987-06-04
"063 401 7286",2016-06-01,2,,"C2",1973-10-26
"01 681 0473",2017-10-08,1,,"C1",1992-09-26
"01 637 6338",2017-04-21,2,,"E",1952-12-17
"01 582 7161",2016-07-05,1,,"B",1969-08-02
"01 670 8941",2013-05-28,1,,"A",1962-08-23
"01 313 6702",2014-08-15,2,,"C1",1969-05-07
"095 913 6930",2017-02-13,2,2018-07-01,"D",1964-05-13
"045 066 8765",2013-06-12,3,,"C2",1960-05-24
"01 095 0154",2016-10-15,3,,"C1",1954-08-19
"01 955 9518",2016-03-12,3,2018-07-01,"C2",1950-12-14
"045 318 4924",2018-07-19,2,,"C1",1984-12-07
"044 216 0087",2017-10-08,1,,"C1",1962-12-12
"01 162 0190",2013-01-15,2,,"C1",1956-09-12
"0404 527 1713",2017-11-28,2,,"B",1979-02-17
"01 002 9933",2014-08-30,1,2018-07-01,"C1",1996-05-07
"052 010 4873",2014-05-27,3,,"C1",1979-02-11
"028 190 7399",2015-12-03,2,,"C1",1972-10-01
"01 843 7479",2015-12-07,1,,"D",1992-08-13
"063 222 9713",2013-03-27,2,,"E",1970-07-20
"01 087 5982",2018-02-05,3,,"B",1966-08-29
"094 233 1649",2018-09-14,3,,"B",1976-10-21
"041 283 9379",2013-12-14,3,2018-07-01,"C1",1955-03-17
"01 828 7743",2015-07-23,1,,"C2",1983-01-25
"0402 400 7694",2015-09-10,1,,"B",1995-04-15
"01 178 1232",2012-02-22,2,,"C1",1991-05-04
"01 544 0778",2017-10-31,1,,"D",1983-07-20
"01 213 8594",2014-10-27,3,,"C1",1998-09-30
"093 950 0370",2017-04-30,3,,"A",1999-06-21
"01 015 2278",2013-01-23,2,,"C2",1959-09-03
"01 530 8034",2018-09-05,3,,"C1",1960-08-09
"01 672 1603",2013-03-26,3,2018-07-01,"C1",1984-08-16
"01 027 9819",2014-07-24,3,,"E",1952-05-11
"049 925 2395",2012-06-03,2,,"B",1993-04-23
"053 058 8873",2014-06-30,3,,"B",1959-02-13
"097 659 6832",2018-06-03,2,,"C1",1951-05-31
"01 863 0586",2017-09-27,1,,"C2",1977-08-16
"01 111 8034",2014-07-16,1,,"B",1961-11-26
"064 099 6444",2016-03-05,3,2018-07-01,"C1",1987-04-10
"097 933 0851",2016-10-10,2,,"C2",1961-11-18
"071 069 1366",2014-08-07,2,,"B",1954-05-27
"063 005 8753",2013-04-18,3,,"B",1987-05-19
"01 451 9358",2012-06-06,3,,"D",1983-12-14
"01 417 9852",2014-09-25,3,,"B",1982-10-20
"01 086 1793",2014-04-10,3,,"C1",1976-10-19
"097 829 8866",2014-02-01,1,,"B",1985-03-16
"01 943 5045",2017-06-07,2,,"B",1978-02-09
"058 628 0086",2013-12-11,2,,"D",1992-12-06
"068 007 5110",2014-11-28,3,,"C2",1973-04-10
"0404 785 6879",2014-10-04,3,,"D",1994-03-18
"01 313 7080",2015-10-04,2,,"C2",1999-08-21
"01 570 2058",2013-12-06,1,,"E",1969-06-28
"01 365 6909",2016-05-16,2,,"C2",1966-12-16
"01 692 0561",2014-09-14,2,,"C1",1997-10-09
"01 562 6282",2014-07-27,1,,"B",1991-07-18
"058 494 7898",2017-07-16,3,,"B",1992-02-24
"01 821 7181",2013-12-01,3,,"B",1997-04-19
"01 284 9364",2015-01-27,1,,"C1",1962-09-08
"01 538 6374",2016-08-30,2,2018-07-01,"C2",1996-11-26
"063 125 2907",2016-09-25,1,,"C2",1979-06-29
"051 198 3119",2012-03-15,2,,"E",1951-04-11
"056 833 3816",2015-02-22,3,,"B",1995-04-08
"01 606 3324",2014-04-01,2,,"C2",1981-05-18
"022 620 1624",2018-09-03,3,,"E",1973-02-02
"01 805 5131",2016-03-17,3,,"E",1969-01-27
"052 282 9921",2017-11-08,1,,"B",1993-09-19
"01 895 7551",2012-01-02,2,,"B",1968-03-15
"063 530 2683",2015-10-16,3,,"B",1960-04-28
"045 085 7801",2017-10-04,1,,"C1",1995-05-10
"01 120 0850",2013-05-31,3,,"C2",1995-10-29
"065 422 1009",2018-07-23,1,,"C1",1974-01-16
"01 282 2399",2014-08-25,2,,"A",1973-12-30
"0505 246 1546",2012-09-27,2,,"C1",1957-03-09
"023 064 9017",2015-09-25,3,,"B",1987-02-18
"01 925 3439",2012-08-27,1,,"C1",1984-07-18
"098 251 8589",2013-01-26,1,,"E",1960-09-19
"046 792 3914",2017-09-22,1,,"D",1975-06-16
"043 020 5082",2016-08-19,2,,"B",1976-03-25
"01 729 8558",2018-06-29,3,,"C2",1950-01-03
"064 902 1237",2012-05-05,3,,"C1",1963-02-15
"01 548 9249",2016-09-01,3,,"E",1960-03-26
"028 182 9946",2016-12-02,3,,"C2",1965-09-14
"048 985 0001",2016-12-06,2,,"C1",1984-12-16
"01 437 1006",2012-07-14,3,2018-07-01,"C1",1962-08-03
"01 136 5096",2014-08-09,3,,"C2",1978-11-17
"01 586 6919",2013-02-23,3,,"D",1963-12-18
"068 281 3493",2018-08-15,3,,"C1",1962-04-18
"090 359 6047",2015-09-30,3,,"C2",1978-02-10
"053 190 3443",2014-01-29,2,,"B",1987-12-11
